fW,current,ind,Rd,Cs,Rs,channel 0.1G attenuation,stage 1 0.1G attenuation,stage 2 0.1G attenuation,channel 3.5G attenuation,stage 1 3.5G attenuation,stage 2 3.5G attenuation,channel 7G attenuation,stage 1 7G attenuation,stage 2 7G attenuation,channel 14G attenuation,stage 1 14G attenuation,stage 2 14G attenuation,channel 28G attenuation,stage 1 28G attenuation,stage 2 28G attenuation,eye_height Vout_1 7G,eye_maxHeight Vout_1 7G,eye_height_XY Vout_1 7G,eye_width Vout_1 7G,eye_maxWidth Vout_1 7G,eye_width_XY Vout_1 7G,eye_height Vout_2 7G,eye_maxHeight Vout_2 7G,eye_height_XY Vout_2 7G,eye_width Vout_2 7G,eye_maxWidth Vout_2 7G,eye_width_XY Vout_2 7G,Stage 1 Region,Stage 2 Region,eye_maxHeight Vout_1 14G,eye_maxWidth Vout_2 14G,eye_height Vout_2 14G,eye_height_XY Vout_2 14G,eye_width_XY Vout_2 14G,eye_width Vout_1 14G,eye_height_XY Vout_1 14G,eye_width_XY Vout_1 14G,eye_maxWidth Vout_1 14G,eye_height Vout_1 14G,eye_width Vout_2 14G,eye_maxHeight Vout_2 14G,eye_maxWidth Vout_1 28G,eye_width Vout_2 28G,eye_maxWidth Vout_2 28G,eye_height_XY Vout_2 28G,eye_height Vout_1 28G,eye_width_XY Vout_2 28G,eye_width_XY Vout_1 28G,eye_maxHeight Vout_2 28G,eye_height_XY Vout_1 28G,eye_height Vout_2 28G,eye_maxHeight Vout_1 28G,eye_width Vout_1 28G,eye_height Vout_1 56G,eye_width_XY Vout_1 56G,eye_width Vout_2 56G,eye_height_XY Vout_2 56G,eye_maxWidth Vout_2 56G,eye_width_XY Vout_2 56G,eye_height Vout_2 56G,eye_maxHeight Vout_1 56G,eye_maxWidth Vout_1 56G,eye_maxHeight Vout_2 56G,eye_width Vout_1 56G,eye_height_XY Vout_1 56G
2.569e-06,0.001069,4.175e-11,30.45,4.806000000000001e-13,1294.0,-0.01975,-29.38,-58.77,-6.579,-24.07,-41.66,-9.07,-26.21,-43.45,-13.13,-30.23,-47.45,-18.83,-36.12,-53.57,0.2477,0.3105,0.3099,1.15e-10,1.215e-10,1.213e-10,0.01076,0.005855,0.005497,1.107e-10,3.328e-12,1.189e-10,2.0,2.0,0.322,4.03e-11,-0.002708,0.007297,4.028e-11,5.196e-11,0.2803,5.286e-11,5.375e-11,0.2004,3.279e-11,0.007377,1.727e-11,0.0,0.0,0.004479,-0.08163,7.552e-12,1.649e-11,0.0,0.1273,-0.006496,0.1395,1.443e-11,-0.2511,7.246e-14,0.0,6.819e-05,0.0,3.429e-13,-0.02982,0.0,0.0,0.0,0.0,0.0005196
8.337e-06,0.001083,4.33e-10,590.6,8.711000000000001e-13,1085.0,-0.01963,-4.366,-5.426,-6.604,-3.69,6.377,-9.116,-9.312,-3.02,-13.17,-18.17,-17.17,-18.87,-29.47,-34.37,0.2961,0.396,0.395,7.764e-11,8.897e-11,8.884e-11,0.03334,0.2102,0.2092,2.525e-11,5.053e-11,5.039e-11,1.0,2.0,0.04537,1.594e-12,-0.2823,0.01195,1.561e-12,1.293e-11,0.04496,1.552e-11,1.764e-11,-0.1378,-1.391e-11,0.01529,0.0,0.0,0.0,0.0118,-0.3692,5.105e-13,2.478e-13,0.0,0.002378,-0.3517,0.0,0.0,-0.3139,2.751e-13,0.0,0.01428,0.0,1.192e-12,-0.3024,0.0,0.0,0.0,0.0,0.0003099
8.345e-06,0.001155,1.223e-09,1356.0,8.464e-13,1151.0,-0.01957,-46.47,-41.47,-6.598,-57.72,-45.21,-9.109,-58.55,-50.65,-13.17,-61.49,-59.21,-18.87,-66.78,-70.46,0.2398,0.3689,0.3675,7.898e-11,8.988e-11,8.974e-11,0.001236,0.003112,0.002913,7.729e-11,8.86e-11,8.835e-11,1.0,2.0,0.04418,0.0,-0.001654,0.0001254,2.229e-12,1.557e-11,0.0435,1.897e-11,2.032e-11,-0.08121,0.0,0.0,0.0,0.0,0.0,4.456e-06,-0.3761,8.785e-14,2.862e-13,0.0,0.001354,-0.002581,0.0,0.0,-0.3013,2.05e-13,0.0,2.737e-06,0.0,2.166e-13,-0.002106,0.0,0.0,0.0,0.0,0.001698
8.210000000000001e-06,0.0005128999999999,1.8700000000000004e-09,1171.0,9.009e-13,586.1,-0.01959,2.394,8.854,-6.605,-1.851,9.299,-9.116,-7.489,-0.2529,-13.17,-16.28,-14.38,-18.87,-27.52,-31.54,0.4342,0.5682,0.5016,1.069e-10,1.113e-10,1.112e-10,0.2312,0.3105,0.3082,7.544e-11,8.795e-11,8.749e-11,1.0,2.0,0.2042,0.0,-0.1314,0.005372,2.34e-12,3.135e-11,0.1901,3.18e-11,3.18e-11,0.008645,0.0,0.0,0.0,0.0,0.0,0.0004283,-0.3008,2.851e-13,1.901e-13,0.0,0.001073,-0.2787,0.0,0.0,-0.2775,1.845e-13,0.0,0.000286,0.0,2.921e-13,-0.2242,0.0,0.0,0.0,0.0,0.0003755
3.133e-06,0.001121,1.716e-09,1411.0,6.109000000000002e-13,210.5,-0.0197,-36.09,-25.94,-6.581,-43.32,-30.88,-9.076,-45.74,-33.31,-13.14,-49.25,-37.97,-18.85,-53.66,-45.37,0.2964,0.56,0.4882,1.237e-10,1.29e-10,1.289e-10,0.006099,0.01346,0.01135,1.214e-10,1.276e-10,1.276e-10,1.0,2.0,0.3924,5.169e-11,0.002007,0.007236,5.17e-11,4.74e-11,0.3253,5.348e-11,5.349e-11,0.1869,4.446e-11,0.008929,1.505e-11,8.832e-12,1.262e-11,0.002598,-0.08666,1.244e-11,1.488e-11,0.002719,0.1358,-0.002482,0.1385,1.142e-11,-0.253,2.817e-13,0.0,1.164e-05,0.0,6.199e-14,-0.005811,0.0,0.0,0.0,0.0,0.001652
7.76e-06,0.001557,7.151e-10,587.7,8.824000000000002e-13,1358.0,-0.0196,-21.56,-23.58,-6.595,-23.72,-12.81,-9.107,-28.13,-20.71,-13.17,-35.99,-33.71,-18.87,-46.78,-50.26,0.1866,0.2594,0.2588,8.612e-11,9.153e-11,9.132e-11,-0.02732,0.07525,0.07476,2.313e-11,4.952e-11,4.946e-11,1.0,2.0,0.07872,2.063e-12,-0.206,0.002755,1.752e-12,1.829e-11,0.06512,1.241e-11,1.747e-11,-0.04809,-9.102e-12,0.01044,0.0,0.0,0.0,0.005952,-0.248,8.138e-13,2.534e-13,0.0,0.00079,-0.2915,0.0,0.0,-0.2145,3.048e-13,0.0,0.01213,0.0,1.41e-12,-0.2531,0.0,0.0,0.0,0.0,0.001331
7.716999999999999e-06,0.001679,1.07e-09,644.0,5.351000000000001e-13,1103.0,-0.01959,-29.08,-30.23,-6.595,-32.64,-21.12,-9.107,-36.92,-28.94,-13.17,-44.6,-41.93,-18.87,-54.97,-58.09,0.2057,0.251,0.2507,9.939e-11,1.094e-10,1.092e-10,-0.04969,0.07972,0.0797,5.759e-11,8.724e-11,8.689e-11,1.0,2.0,0.1589,0.0,-0.1123,0.008784,8.792e-12,3.815e-11,0.158,3.979e-11,4.029e-11,0.03236,0.0,0.0,0.0,-1.414e-11,7.863e-13,0.000291,-0.2411,2.319e-13,7e-13,0.001715,0.0005861,-0.1855,0.0,0.0,-0.1615,1.374e-14,0.0,0.000337,0.0,4.87e-13,-0.1414,0.0,0.0,0.0,0.0,0.00026
1.629e-06,0.001952,2.578e-09,129.8,7.525000000000002e-14,795.2,-0.01975,-16.81,-33.63,-6.579,-20.07,-33.61,-9.066,-18.95,-28.88,-13.12,-18.16,-23.23,-18.8,-17.11,-15.75,0.08171,0.1616,0.1387,1.299e-10,1.336e-10,1.335e-10,0.0131,0.03399,0.0277,1.402e-10,1.408e-10,1.408e-10,2.0,2.0,0.132,7.003e-11,-0.01457,0.02814,7e-11,6.072e-11,0.1153,6.199e-11,6.199e-11,0.08005,6.954e-11,0.02847,2.843e-11,3.321e-11,3.361e-11,0.02746,0.0462,3.359e-11,2.807e-11,0.0287,0.08569,-0.08176,0.1095,2.828e-11,0.01541,1.153e-11,1.386e-11,0.02978,1.351e-11,1.332e-11,-0.1367,0.06375,1.159e-11,0.03051,1.055e-11,0.06282
4.61e-06,0.00187,2.759e-09,336.4,8.275000000000002e-13,261.6,-0.01967,-0.7648,0.2051,-6.582,-2.467,4.137,-9.091,-4.878,2.2,-13.17,-9.923,-3.008,-18.9,-18.39,-13.39,0.2153,0.3684,0.3275,1.296e-10,1.333e-10,1.333e-10,0.5386,0.5127,0.5125,1.308e-10,1.34e-10,1.34e-10,2.0,2.0,0.2273,6.166e-11,0.3865,0.5204,6.166e-11,4.884e-11,0.2082,5.451e-11,5.469e-11,0.04329,5.886e-11,0.5209,0.0,2.26e-11,2.461e-11,0.2346,-0.1408,2.459e-11,6.409e-12,0.242,0.01275,-0.0743,0.0,0.0,-0.1639,1.761e-13,0.0,0.00231,0.0,2.458e-13,-0.2913,0.0,0.0,0.0,0.0,0.0006473
3.372e-06,0.0015249999999999,2.7e-09,321.4,7.908e-13,687.0,-0.01972,-5.106,-9.924,-6.579,-2.595,1.85,-9.076,-4.572,0.4344,-13.15,-7.756,-1.669,-18.88,-13.35,-5.954,0.3268,0.414,0.4077,1.27e-10,1.295e-10,1.29e-10,0.2377,0.2066,0.2052,1.133e-10,1.246e-10,1.245e-10,2.0,2.0,0.3626,5.369e-11,0.2001,0.2321,5.368e-11,5.415e-11,0.313,5.585e-11,5.593e-11,0.2093,5.16e-11,0.2365,1.722e-11,2.07e-11,2.204e-11,0.3038,-0.03508,2.144e-11,1.721e-11,0.3055,0.1368,0.1624,0.137,1.564e-11,-0.193,1.382e-13,1.343e-12,0.01917,3.65e-12,3.625e-12,-0.2178,0.0,0.0,0.0232,0.0,0.001236
8.88e-06,0.0019219999999999,3.24e-10,801.4,6.115000000000002e-13,375.5,-0.01956,-40.35,-33.51,-6.601,-52.77,-41.54,-9.111,-56.58,-50.0,-13.17,-61.48,-60.63,-18.87,-67.53,-72.67,0.05861,0.2308,0.2041,1.321e-10,1.339e-10,1.338e-10,0.001105,0.009849,0.009832,1.281e-10,1.311e-10,1.311e-10,1.0,2.0,0.06679,0.0,-0.007719,1.07e-05,2.931e-13,4.184e-11,0.06679,4.848e-11,4.85e-11,-0.11,0.0,0.0,0.0,0.0,0.0,1.407e-05,-0.1342,4.406e-13,9.492e-14,0.0,0.0008358,-0.006521,0.0,0.0,-0.1027,3.407e-13,0.0,5.767e-06,0.0,3.8e-13,-0.004597,0.0,0.0,0.0,0.0,0.0003069
9.022e-06,0.002313,1.386e-09,1243.0,6.333e-13,15.22,-0.01966,-56.85,-41.45,-6.603,-57.82,-47.05,-9.111,-57.89,-51.83,-13.17,-61.42,-60.97,-18.87,-68.16,-73.64,-0.06813,0.04026,0.03879,6.372e-11,8.657e-11,8.651e-11,-0.0002422,0.0001309,0.0001296,4.928e-11,7.367e-11,7.359e-11,1.0,2.0,0.0,0.0,-0.0003262,3.871e-07,2.541e-13,0.0,0.0002882,1.353e-12,0.0,-0.08353,0.0,0.0,0.0,0.0,0.0,6.26e-07,-0.0563,3.276e-13,5.645e-13,0.0,0.0002047,-0.0002299,0.0,0.0,-0.03924,6.234e-14,0.0,6.669e-07,0.0,3.077e-13,-0.0001499,0.0,0.0,0.0,0.0,3.389e-05
7.193e-06,0.001241,1.679e-09,1160.0,1.715e-13,957.7,-0.0196,-40.8,-37.11,-6.593,-46.85,-34.75,-9.104,-50.17,-40.18,-13.17,-55.82,-51.32,-18.87,-62.91,-64.39,0.2644,0.3845,0.3797,1.383e-10,1.394e-10,1.395e-10,0.002436,0.005018,0.00449,1.207e-10,1.267e-10,1.267e-10,1.0,2.0,0.3809,4.762e-11,5.312e-05,0.002107,4.751e-11,5.718e-11,0.3808,6.051e-11,6.052e-11,0.2746,4.201e-11,0.002164,1.925e-11,0.0,0.0,1.69e-05,-0.1066,8.039e-13,1.906e-11,0.0,0.08149,-0.002767,0.08155,1.528e-11,-0.2069,2.894e-13,0.0,1.855e-05,0.0,3.902e-13,-0.002158,0.0,0.0,0.0,0.0,0.0006958
1.258e-06,0.001881,1.196e-09,876.0,6.333e-13,1480.0,-0.01974,-27.71,-31.18,-6.58,-30.33,-26.79,-9.069,-32.78,-29.2,-13.13,-36.78,-33.23,-18.82,-42.27,-38.88,0.06327,0.1411,0.1151,1.082e-10,1.112e-10,1.084e-10,0.009967,0.03298,0.0273,9.899e-11,1.038e-10,1.028e-10,1.0,2.0,0.08979,3.674e-11,0.006849,0.01747,3.541e-11,3.864e-11,0.07331,4.253e-11,4.409e-11,0.005159,3.7e-11,0.0218,0.0,0.0,0.0,0.00322,-0.06175,1.424e-12,2.12e-12,0.0,0.006466,-0.00916,0.0,0.0,-0.09312,1.316e-13,0.0,3.092e-05,0.0,3.647e-14,-0.02919,0.0,0.0,0.0,0.0,0.0004239
8.177e-06,0.002475,1.723e-09,1411.0,5.841000000000001e-13,989.4,-0.02004,-30.43,-25.58,-6.61,-52.01,-40.61,-9.109,-56.74,-49.97,-13.17,-62.27,-61.11,-18.87,-68.77,-73.54,0.01195,0.04054,0.03341,9.515e-11,1.024e-10,1.022e-10,4.717e-05,0.0001472,0.0001204,7.194e-11,8.218e-11,8.207e-11,1.0,2.0,0.008688,0.0,-9.098e-05,9.866e-06,1.919e-12,2.505e-11,0.007515,2.109e-11,2.147e-11,-0.0248,0.0,0.0,0.0,0.0,0.0,1.314e-07,-0.03076,6.843e-14,3.165e-13,0.0,6.033e-05,-0.0001468,0.0,0.0,-0.02284,4.759e-13,0.0,2.132e-07,0.0,5.482e-14,-9.832e-05,0.0,0.0,0.0,0.0,3.355e-05
1.584e-06,0.001108,1.3600000000000003e-09,1296.0,6.469e-13,988.0,-0.01974,-28.93,-26.44,-6.58,-33.32,-24.32,-9.07,-35.78,-26.75,-13.13,-39.78,-30.94,-18.82,-45.24,-37.15,0.1632,0.3175,0.2677,1.185e-10,1.228e-10,1.226e-10,0.008918,0.01859,0.01753,1.118e-10,1.157e-10,1.156e-10,1.0,2.0,0.2216,4.747e-11,0.005845,0.01222,4.591e-11,4.704e-11,0.1772,4.976e-11,4.99e-11,0.05263,4.595e-11,0.01532,0.0,1.204e-11,1.521e-11,0.006105,-0.07719,1.356e-11,1.371e-11,0.006278,0.06921,-0.006043,0.0,0.0,-0.1955,2.321e-14,0.0,1.491e-05,0.0,2.399e-14,-0.01405,0.0,0.0,0.0,0.0,0.0002313
8.698e-06,0.0019219999999999,1.027e-09,1201.0,1.031e-13,488.5,-0.01957,-53.16,-45.18,-6.6,-39.17,-29.82,-9.11,-41.7,-34.73,-13.17,-48.87,-47.51,-18.87,-59.29,-64.03,-0.009744,0.1116,0.09287,1.008e-10,1.125e-10,1.125e-10,-0.001854,0.0,0.0001602,0.0,0.0,3.361e-11,1.0,2.0,0.0272,0.0,-0.002234,4.96e-06,9.255e-13,1.709e-11,0.0272,2.809e-11,2.811e-11,-0.063,0.0,0.0,0.0,0.0,0.0,6.646e-06,-0.09426,2.396e-13,8.249e-13,0.0,0.0001298,-0.001694,0.0,0.0,-0.08092,3.349e-13,0.0,2.042e-06,0.0,1.384e-13,-0.001275,0.0,0.0,0.0,0.0,0.0005711
9.662e-06,0.001373,2.6520000000000004e-09,243.4,2.557e-13,1377.0,-0.01968,-11.09,-22.14,-6.583,-1.369,3.973,-9.123,-5.328,-1.024,-13.18,-14.34,-15.07,-18.87,-24.79,-30.39,0.2046,0.2736,0.2735,1.139e-10,1.224e-10,1.223e-10,-0.6593,0.06911,0.05327,4.68e-11,1.806e-11,7.752e-11,2.0,2.0,0.2424,0.0,-0.4119,0.009708,1.114e-11,3.855e-11,0.2409,4.598e-11,4.599e-11,0.06877,0.0,0.0,0.0,0.0,0.0,0.001512,-0.2638,6.339e-13,2.568e-13,0.0,0.002309,-0.4893,0.0,0.0,-0.1904,9.634e-14,0.0,0.002024,0.0,6.19e-13,-0.3565,0.002198,3.084e-13,0.0,-1.248e-11,0.000706
3.982e-06,0.002421,1.109e-09,143.7,1.7580000000000004e-13,1437.0,-0.01974,-16.59,-33.13,-6.574,-10.58,-14.59,-9.068,-9.834,-10.61,-13.14,-12.14,-11.07,-18.88,-17.2,-15.08,0.08795,0.09658,0.09654,1.289e-10,1.322e-10,1.322e-10,-0.02426,0.01425,0.01386,1.349e-10,1.354e-10,1.35e-10,2.0,2.0,0.09211,6.128e-12,0.01368,0.01406,5.958e-11,5.554e-11,0.07969,5.881e-11,5.883e-11,0.05715,5.478e-11,0.01419,2.381e-11,1.1e-11,1.785e-11,0.01431,-0.01196,1.78e-11,2.362e-11,0.01444,0.03825,-0.0212,0.03833,2.299e-11,-0.05058,1.708e-13,0.0,0.00081,0.0,4.47e-13,-0.02439,0.0,0.0,0.0,0.0,0.0001531
1.677e-06,0.002412,2.537e-09,132.1,3.341000000000001e-13,514.0,-0.01975,-16.66,-33.26,-6.579,-19.28,-31.92,-9.069,-19.98,-30.81,-13.13,-20.46,-27.71,-18.81,-20.04,-21.36,0.1124,0.2194,0.1897,1.31e-10,1.343e-10,1.343e-10,0.04598,0.04956,0.04952,1.419e-10,1.418e-10,1.418e-10,2.0,2.0,0.1598,7.014e-11,0.01532,0.04946,7.014e-11,5.504e-11,0.13,5.893e-11,5.896e-11,0.04691,6.975e-11,0.04983,2.105e-11,3.443e-11,3.458e-11,0.02887,-0.02673,3.455e-11,2.097e-11,0.0511,0.06506,0.01569,0.07723,1.792e-11,-0.06026,1.385e-12,1.583e-11,0.0522,1.635e-11,1.631e-11,-0.0111,0.0,0.0,0.05233,0.0,0.002053
